availability_365,City,host_id,host_name,id,last_review,latitude,longitude,minimum_nights,name,neighbourhood_cleansed,number_of_reviews,price,room_type
180,New Orleans,176655337,Gerald,24656822,2019-07-07,29.95592,-90.01579,30,(C) NEW ORLEANS Cultural District Private Room,Holy Cross,25,119.00,Private room
180,New Orleans,176655337,Gerald,24657011,2019-06-28,29.95592,-90.01579,30,(D) PRIVATE BATH/MASTER BEDROOM in NEW ORLEANS,Holy Cross,47,119.00,Private room
72,New Orleans,281806,Kay,24694112,2025-02-22,29.94434,-90.09311,3,2 miles from French Quarter,Central City,229,187.00,Entire home/apt
24,New Orleans,54356890,Kari,24733234,2025-02-11,29.98419,-90.07572,2,Chic Guest Suite with Charming Courtyard,Fairgrounds,267,90.00,Entire home/apt
3,New Orleans,171596078,David,24737699,2024-12-08,29.97695,-90.08244,2,Renovated cozy apt | walk to cafes & City Park,Bayou St. John,209,155.00,Entire home/apt
267,New Orleans,177814718,Nathaniel,24750282,2025-02-06,29.92176,-90.08856,30,Irish Channel Guest Suite - 1 Block to Magazine,East Riverside,100,140.00,Entire home/apt
291,New Orleans,167243460,Kim,24774560,2025-02-16,29.963823318481445,-90.07306671142578,2,Charles'House #2-2BLic#22-CSTR-14003/22-OSTR-03067,Treme - Lafitte,188,340.00,Entire home/apt
330,New Orleans,122380652,Evolve,24779244,2025-02-21,30.15761,-89.73762,3,Private Dock w/ Lift: Waterfront New Orleans Home!,Lake Catherine,56,243.00,Entire home/apt
364,New Orleans,116291052,Val,24800888,2022-05-09,29.97601,-90.05475,30,1 Marigny/Bywater Living,St. Roch,97,149.00,Entire home/apt
0,New Orleans,122380652,Evolve,24805656,2021-05-03,29.92278,-90.084,30,Irish Channel Home Only 10 Mins to French Quarter!,Irish Channel,10,,Entire home/apt
304,New Orleans,122380652,Evolve,24822349,2021-11-27,29.9626,-90.04426,30,1 Mi to French Quarter: NOLA Home w/ Hot Tub!,Bywater,34,277.00,Entire home/apt
339,New Orleans,11362234,Isaac,24828203,2025-02-07,29.9776,-90.10442,1,Canal UP |Streetcar Line MidCity| Add More Space!,Mid-City,106,342.00,Entire home/apt
351,New Orleans,11362234,Isaac,24829237,2025-01-19,29.9776,-90.10442,1,Canal DOWN |Streetcar Line MidCity| Add More Space,Mid-City,123,402.00,Entire home/apt
0,New Orleans,2697522,Karen,24892376,2022-06-01,29.93128,-90.09541,30,Charming Uptown Shotgun near St Charles Ave!,Milan,33,,Entire home/apt
0,New Orleans,122380652,Evolve,24935433,2021-07-18,29.92289,-90.08778,30,Updated Garden District Home - Walk to Magazine St,East Riverside,12,,Entire home/apt
0,New Orleans,11545423,Leah,24960207,2019-10-28,29.94307,-90.08778,1,Private Economy Room,Central City,11,,Private room
41,New Orleans,5153139,Wyoming,24986302,2025-02-23,29.91784,-90.11267,2,Tropical Artist's Guesthouse close to Magazine St.,West Riverside,87,127.00,Entire home/apt
7,New Orleans,189038196,Jennifer,25006469,2024-11-03,29.95994,-90.11992,30,Historic shotgun style apartment near streetcar,Leonidas,150,,Entire home/apt
84,New Orleans,127164350,Chelsea,25016384,2025-02-16,29.92637,-90.07647,2,Family Friendly & close to all NOLA has to offer!,Lower Garden District,439,233.00,Entire home/apt
0,New Orleans,189161748,Sarah,25022456,2020-03-15,29.96839,-90.05062,3,Historic Marigny shotgun,Marigny,49,,Entire home/apt
60,New Orleans,48853829,Trent,25085223,2025-01-19,29.9822,-90.10706,2,Traditional New Orleans Shotgun Home in Mid City,Mid-City,153,,Entire home/apt
264,New Orleans,2019341,Historic Getaways,25131926,2024-10-29,29.963924,-90.069572,30,Dumaine Cozy Home - 3 bed close to QTR,Treme - Lafitte,157,288.00,Entire home/apt
240,New Orleans,27236049,Quintin,25158355,2025-02-14,29.93918,-90.07916,2,Heart Of New Orleans • Family Friendly • Historic,Central City,303,309.00,Entire home/apt
0,New Orleans,186629408,Jamal,25168103,2023-07-03,29.97581,-90.0744,30,Studio home| 6 min Caesars Superdome & Bourbon St,Seventh Ward,183,,Entire home/apt
0,New Orleans,16783088,Nicole,25205919,2019-06-05,29.94199,-90.10213,30,Rent my spare bedroom in my modern shotgun!,Broadmoor,17,,Private room
0,New Orleans,75653095,Paul,25211911,2022-12-28,29.92355,-90.08152,3,2 bedroom oasis in a 19th century church,Irish Channel,100,,Entire home/apt
326,New Orleans,22065198,Christopher,25224493,2025-01-20,29.96753,-90.06136,2,Walk to the French Quarter from a Sophisticated House,Marigny,172,811.00,Entire home/apt
242,New Orleans,656185261,Michael,25264128,2025-01-20,29.97153,-90.05799,1,Elysian Historic Gem - Close to Frenchmen Street,Seventh Ward,126,364.00,Entire home/apt
263,New Orleans,90876851,Baronnestreetproperties,25278933,2025-02-15,29.94624,-90.07567,1,Beautiful Downtown Condo w/Dramatic City Views,Central Business District,238,167.00,Entire home/apt
240,New Orleans,90876851,Baronnestreetproperties,25279375,2025-02-23,29.94458,-90.07392,1,Large Downtown Condo with Picturesque City Views,Central Business District,277,265.00,Entire home/apt
233,New Orleans,90876851,Baronnestreetproperties,25279575,2025-02-24,29.94518,-90.07383,1,"Incredible Downtown Condo ""Unbeatable Location""",Central Business District,187,202.00,Entire home/apt
149,New Orleans,140439769,Beth,25281734,2025-02-16,29.96709,-90.05716,3,Mid Century Modern Maisonette - FRENCH QTR/MARIGNY,Marigny,285,174.00,Entire home/apt
6,New Orleans,190666267,Justine,25290676,2023-10-09,29.95,-90.07054,30,Amazing Mardi Gras Stay 1BR Walk to French Quarter,Central Business District,242,206.00,Entire home/apt
305,New Orleans,167243460,Kim,25293265,2025-03-02,29.96383285522461,-90.07318115234376,2,Charles'TremeStudioLic#22-CSTR-13758/24-OSTR-03067,Treme - Lafitte,80,272.00,Entire home/apt
0,New Orleans,10583859,Adam,25295234,2024-02-12,29.96297,-90.04122,2,"Bywater Beauty, French Quarter & Frenchmen St",Bywater,5,,Entire home/apt
310,New Orleans,191271823,Jessica,25325087,2025-02-10,30.13761,-89.75319,2,Steve’s Sunrise,Lake Catherine,84,278.00,Entire home/apt
338,New Orleans,349162641,David,25350979,2025-02-23,29.93734772181236,-90.07558424033222,1,Farmhouse Cottage | Centrally Located + Streetcars,Central City,217,173.00,Entire home/apt
0,New Orleans,113745794,Russell,25355802,2021-11-28,29.96521,-90.08187,30,Cozy Historic Charm 1.6 Miles to FRENCH QUARTER!,Tulane - Gravier,43,,Entire home/apt
84,New Orleans,191527610,Cheryl,25371415,2020-06-22,30.01509,-90.06706,60,Crescent City Living,St.  Anthony,75,59.00,Entire home/apt
72,New Orleans,191574659,Troyionne,25373379,2025-02-23,30.00772,-90.03689,3,3bd/3ba available for Mardi Gras day,Gentilly Woods,150,334.00,Private room
8,New Orleans,63420660,Christie,25374195,2024-05-06,30.02,-90.11529,3,Adorable guesthouse near the lake,West End,138,137.00,Entire home/apt
0,New Orleans,37824927,Amy,25396380,2022-07-25,30.00734,-90.0575,30,"Gentilly Gingerbread, Naturally N’awlins",Gentilly Terrace,168,,Entire home/apt
179,New Orleans,192172925,Arnold And Darlene,25459159,2020-03-15,29.936,-90.08972,5,Fancy Flat on Fourth,Central City,57,"1,500.00",Entire home/apt
0,New Orleans,1918545,Henry,25511034,2025-02-10,29.91885,-90.10279,3,"Uptown Guest Cottage: 10 to Dome, Steps to Tip’s",West Riverside,29,,Entire home/apt
142,New Orleans,5743364,Jenna,25634306,2025-02-16,29.97137,-90.05001,2,Explore New Orleans from an Eclectic 19th-Century Home,St. Roch,167,402.00,Entire home/apt
364,New Orleans,71999291,David,25700312,2025-02-11,29.93817,-90.07328,30,Coliseum Square Classic,Lower Garden District,101,114.00,Entire home/apt
335,New Orleans,159488294,Marcelle,25784160,2023-01-03,29.96939,-90.08048,30,"Tremé Retreat-walking distance to park, bayou!",Treme - Lafitte,14,100.00,Entire home/apt
22,New Orleans,9154078,Wayne,25786137,2025-02-10,29.97487,-90.10439,3,Magical Maison (Mid-City),Mid-City,210,93.00,Entire home/apt
99,New Orleans,194332748,Stay Redamo Vacation Rentals,25865682,2025-02-10,29.96783,-90.06601,30,Gorgeous stately home with soaring ceilings,Seventh Ward,144,250.00,Entire home/apt
99,New Orleans,194332748,Stay Redamo Vacation Rentals,25865762,2025-02-17,29.9698,-90.06596,30,"Bright, airy & updated 3 BR in central location!",Seventh Ward,110,129.00,Entire home/apt
45,New Orleans,58758209,Irelis & David,25870988,2025-02-23,29.96666,-90.05978,2,Modern Marvel /2 blks to FQ & Frenchmen /Free Pkng,Marigny,230,272.00,Entire home/apt
233,New Orleans,194383958,Jennifer,25871608,2019-07-12,29.93429,-90.10284,30,Fully Furnished Studio in Uptown New Orleans.,Uptown,12,98.00,Entire home/apt
61,New Orleans,58758209,Irelis & David,25872802,2025-02-02,29.96666,-90.05984,2,Close to it all /Balcony/ Free Pkng/ 2 blks to FQ,Marigny,225,252.00,Entire home/apt
160,New Orleans,194571593,Timmy,25893362,2025-02-16,29.97023,-90.06592,3,Sleek and Stylish Abode in Vibrant Neighborhood,Seventh Ward,236,236.00,Entire home/apt
228,New Orleans,194732128,Amber,25911629,2020-03-08,29.96428,-90.03389,3,Bywater 5 Bed + 4 Bath Creole Cottage,St. Claude,39,406.00,Entire home/apt
89,New Orleans,28048786,Randall,25917040,2020-03-09,29.96543,-90.08133,30,Maison Conti St._ Near Historic Canal Street,Tulane - Gravier,19,214.00,Entire home/apt
127,New Orleans,195181241,Rozano,25967388,2025-01-03,29.96587,-90.0431,2,Bywater's Delight - Live Like a Local!,St. Claude,157,289.00,Entire home/apt
0,New Orleans,8780757,Rafael,25973679,2023-05-22,29.93654,-90.12025,2,Uptown One Bedroom next to Tulane and Loyola,Audubon,107,,Entire home/apt
348,New Orleans,99518489,Justin,26004073,2025-02-16,29.94681,-90.05227,1,Zen Hideaway by the River,Mcdonogh,69,350.00,Entire home/apt
166,New Orleans,35395756,Kpvr,26004346,2024-09-07,29.9626,-90.04179,30,"Charming & Funky, Bywater Hideaway",Bywater,97,80.00,Entire home/apt
281,New Orleans,13038919,Olandra,26008201,2025-02-22,29.96819,-90.03854,2,"Cozy and Luxurious Desire Getaway, Great Location!",St. Claude,305,177.00,Entire home/apt
59,New Orleans,51811879,Amy,26063893,2025-02-22,29.96714,-90.06086,2,Private apartment close to French Quarter,Marigny,194,110.00,Entire home/apt
190,New Orleans,196182832,Avi,26100999,2024-05-14,29.9237,-90.08341,30,Garden District Delight 5bd/3ba off Magazine/nr FQ,Irish Channel,38,,Entire home/apt
0,New Orleans,98693456,James,26160532,2019-12-01,29.96802,-90.06096,30,Cottage #1,Marigny,69,,Entire home/apt
0,New Orleans,98693456,James,26161854,2019-12-01,29.96596,-90.06167,30,Cottage #2,Marigny,60,,Entire home/apt
4,New Orleans,90526814,Krystal,26201233,2024-12-15,29.95506,-90.07195,2,#1402- 2 BEDROOM HIGH RISE PENTHOUSE-  COMFY BEDS,Central Business District,283,690.00,Entire home/apt
0,New Orleans,189786259,Tanisha,26212966,2024-10-28,29.95487,-90.07351,2,#1218 Relaxed High-Rise sleeps 6,Central Business District,285,,Entire home/apt
224,New Orleans,64955757,Heather,26222757,2025-02-18,29.93545,-90.10819,1,Freret Guesthouse,Freret,331,185.00,Entire home/apt
58,New Orleans,197105633,Cailin,26227900,2025-02-23,29.93379,-90.10433,4,NOLA Rose - Beautiful Traditional New Orleans Home,Uptown,180,250.00,Entire home/apt
89,New Orleans,177373348,Ernest,26255690,2024-11-10,29.96131,-90.02284,2,"New Orleans, Louisiana - 5010",Holy Cross,75,356.00,Entire home/apt
359,New Orleans,155264238,Susan,26259903,2024-06-02,29.988947,-90.060387,1,Couples Getaway Sugar Hill,St. Roch,59,323.00,Entire home/apt
204,New Orleans,197610121,Jason,26283838,2025-02-10,30.00646,-90.08401,30,Nola Home close to Jazz Fest and French Quarter,Fillmore,41,376.00,Entire home/apt
179,New Orleans,162629674,Lissa,26285501,2024-02-14,29.95738,-90.11647,30,Uptown near Loyola and Tulane-Steps to Street Car,Marlyville - Fontainbleau,67,159.00,Entire home/apt
35,New Orleans,832062,Jenelle,26297936,2025-02-10,29.9638900756836,-90.05384063720703,30,Two Private Rooms in Marigny,Marigny,4,,Entire home/apt
1,New Orleans,3003221,Kathleen,26328111,2022-08-31,29.97177,-90.07201,30,"Beautiful, Historic New Orleans",Treme - Lafitte,5,98.00,Entire home/apt
45,New Orleans,39275612,Jane,26359913,2025-02-22,29.97049,-90.05546,2,New Marigny Shotgun,St. Roch,200,275.00,Entire home/apt
0,New Orleans,100685778,Allison,26365066,2020-03-08,30.05144,-89.96249,2,New Orleans East Cottage,Little Woods,18,,Entire home/apt
290,New Orleans,5743364,Jenna,26368293,2025-02-17,29.96959,-90.05056,1,St. Roch Artist's Apartment,St. Roch,207,374.00,Entire home/apt
169,New Orleans,162629674,Lissa,26368909,2025-02-12,29.95529,-90.11773,30,Uptown Renovated Historic Gem blks from Street Car,Marlyville - Fontainbleau,150,199.00,Entire home/apt
140,New Orleans,198384664,Carmen,26384819,2024-07-14,29.97021,-90.07207,2,Great for Groups - Early Checkin/ Late Checkout,Treme - Lafitte,113,"4,053.00",Entire home/apt
365,New Orleans,198721078,Joseph,26427801,2020-02-27,29.99512,-90.0486,30,Creole Cottage Place New Orleans,Gentilly Terrace,20,311.00,Entire home/apt
0,New Orleans,8671630,Keisha,26445894,2020-02-23,29.93913,-90.08003,30,1 Bdrm Open loft -4 Blocks to St Charles Streetcar,Central City,17,,Entire home/apt
74,New Orleans,16694390,Beth,26448282,2024-11-02,29.96813,-90.03693,30,Bywater/St. Claude LoveShack w/bikes,St. Claude,91,,Entire home/apt
91,New Orleans,151935968,Paul,26449619,2022-09-05,29.98202,-90.06808,300,Home away from home,Seventh Ward,47,,Entire home/apt
288,New Orleans,37614659,Robert,26470296,2025-02-12,29.93411,-90.07201,2,Casual Comfort in Historic Lower Garden District,Lower Garden District,274,208.00,Entire home/apt
89,New Orleans,16434587,Matilde,26487658,2024-10-27,29.97232,-90.07604,30,Walk to the French Quarter from Sunny Guest Suite,Treme - Lafitte,127,98.00,Entire home/apt
183,New Orleans,27334601,Bret,26496301,2025-02-25,29.96511,-90.06532,3,Loft Retreat Just a Half-Block to the Quarter,Treme - Lafitte,289,,Private room
0,New Orleans,38083721,Anthony,26496899,2019-06-01,30.01065,-90.04769,30,New Modern Farmhouse (10 min from JazzFest),Gentilly Terrace,7,,Entire home/apt
125,New Orleans,48466627,Sharon,26522514,2025-02-28,29.94776,-90.11946,3,Tropical Garden Studio,Audubon,140,112.00,Entire home/apt
59,New Orleans,66925019,Bianka,26523454,2024-05-05,29.9766,-90.07447,3,"Cozy Creole Cottage, safe area, Fenced Yard 1528",Seventh Ward,77,89.00,Entire home/apt
19,New Orleans,16694390,Beth,26556038,2025-02-22,29.96764,-90.03702,2,Private suite in Bywater-St. Claude,St. Claude,80,180.00,Private room
147,New Orleans,83509781,Skye,26560630,2024-02-16,29.94527,-90.09836,3,*****Spacious Nola Home!!**** (Off Street Parking),Broadmoor,28,270.00,Entire home/apt
8,New Orleans,66925019,Bianka,26571186,2022-05-09,29.93823,-90.10243,3,"Comfy Bright Unit Napoleon, Freret, Oschner 4223A",Milan,48,134.00,Entire home/apt
78,New Orleans,185373117,Vanessa,26573649,2025-02-11,29.97837,-90.07671,3,Broad St. Villa Near Everything Nola  21CSTR-04136,Fairgrounds,105,386.00,Entire home/apt
2,New Orleans,168926030,Gillian,26639386,2019-12-01,29.95976,-90.01919,30,Cozy Cottage in Holy Cross Historic District,Holy Cross,20,,Entire home/apt
140,New Orleans,10625521,William Thomas,26663266,2025-02-26,29.95078,-90.07074,2,"Cozy, Quiet Loft 3 blocks from the French Quarter",Central Business District,392,253.00,Entire home/apt
318,New Orleans,349162641,David,26664129,2025-02-25,29.96736,-90.05596,2,Updated Marginy Condo | Beautiful Outdoor Patio,Marigny,75,346.00,Entire home/apt
364,New Orleans,64889660,Farron,26664639,2021-07-30,29.9768,-90.10259,30,Amazing Courtyard Apt in Historic Mid-city Home!,Mid-City,41,,Entire home/apt
314,New Orleans,122380652,Evolve,26666829,2020-01-05,29.9775,-90.08244,30,2 Mi to French Quarter: NOLA Getaway w/ Porch!,Bayou St. John,5,370.00,Entire home/apt
87,New Orleans,100956083,Janetha,26840799,2021-11-27,30.05567,-89.9654,30,NOLA Loft House,Little Woods,10,293.00,Entire home/apt
166,New Orleans,201882955,Cornelious,26844490,2025-02-10,30.00474,-90.05166,1,A (Suite) Taste Of New Orleans,Gentilly Terrace,69,143.00,Private room
0,New Orleans,140393442,Dorise,26888889,2020-03-09,29.97101,-90.04945,3,Lots of Lite New Marigny,St. Claude,55,,Entire home/apt
0,New Orleans,202319129,John,26895307,2019-05-05,29.97039,-90.07597,30,Jazz Fest ideal location 1mile away Renovation,Treme - Lafitte,12,,Entire home/apt
260,New Orleans,71478267,Patricia,26896394,2024-11-03,29.96286,-90.12076,30,Love Shack and Art House,Leonidas,50,203.00,Entire home/apt
0,New Orleans,32010359,Rodrick,26898745,2020-03-01,29.99529,-90.0713,31,"""The Blue House""",Dillard,50,,Entire home/apt
25,New Orleans,202315316,Renee,26924727,2022-11-21,30.04016,-89.9472,30,NOLA Getaway House,Read Blvd East,104,,Entire home/apt
0,New Orleans,140393442,Dorise,26952005,2020-03-13,29.97089,-90.05138,3,Cozy II Bedrooms - in New Marigny,St. Roch,73,,Entire home/apt
180,New Orleans,71478267,Patricia,26986928,2023-02-26,29.96133,-90.12036,30,Uptown/Midcity Living,Leonidas,70,,Entire home/apt
86,New Orleans,6268899,Paula,27050202,2025-02-17,29.93364,-90.08231,3,"""205"" Cozy Studio on St. Charles Ave.",Central City,176,273.00,Entire home/apt
48,New Orleans,204061041,David,27111326,2025-02-21,29.94169,-90.12902,2,Private Suite near the heart of Uptown activities!,East Carrollton,111,180.00,Private room
192,New Orleans,36545272,Ben,27112777,2023-12-11,29.96012,-90.0651,30,Private Courtyard Apartment just off Bourbon St.,French Quarter,66,284.00,Entire home/apt
349,New Orleans,13829795,Callie,27139527,2025-02-17,29.96974,-90.11876,1,The French Room,Hollygrove,107,73.00,Private room
360,New Orleans,154162520,Zacharias,27142922,2020-02-26,29.92941,-90.07051,2,Exquisite Lower Garden District Home,St. Thomas Dev,1,500.00,Entire home/apt
242,New Orleans,72355456,Blair,27169978,2025-02-26,29.95256,-90.12411,2,2 br ON streetcar line!-Uptown-near Oak St,Leonidas,291,178.00,Entire home/apt
198,New Orleans,38663079,Norman,27174127,2025-02-05,29.96644,-90.04362,1,Elegant Renovated House With Relaxing Courtyard,St. Claude,396,218.00,Entire home/apt
345,New Orleans,13829795,Callie,27174778,2025-02-24,29.97022,-90.11699,2,The Picasso Room,Hollygrove,126,74.00,Private room
124,New Orleans,173448361,Michelle,27177102,2022-02-21,29.96338,-90.04467,30,Beautiful & Spacious 4BD/3BA w/Outdoor Oasis,Bywater,70,312.00,Entire home/apt
279,New Orleans,112910785,Marigny,27221705,2025-02-02,29.92565,-90.08283,3,Sunny Historic 2br Magazine Street House,Irish Channel,201,126.00,Entire home/apt
282,New Orleans,38663079,Norman,27221889,2025-02-06,29.96624,-90.0422,1,Modern Victorian House With Relaxing Courtyard,St. Claude,427,276.00,Entire home/apt
318,New Orleans,26598201,Freddy,27232640,2024-04-06,29.96758,-90.10172,30,Beautiful & Spacious 3 Bedroom Mid City!,Mid-City,40,130.00,Entire home/apt
363,New Orleans,205274635,Nicholas,27254282,2021-05-31,29.94891,-90.11182,29,Historic Farmhouse Uptown Near Tulane,Marlyville - Fontainbleau,17,135.00,Entire home/apt
2,New Orleans,135408132,Erin,27372002,2025-02-24,29.92167,-90.08357,3,Harmony in the Irish Channel,Irish Channel,118,,Entire home/apt
63,New Orleans,127419247,Lillian,27459169,2024-12-28,29.97646,-90.08215,30,3BR -Traditional home in New Orleans!,Bayou St. John,83,183.00,Entire home/apt
283,New Orleans,51541620,Samuel,27485185,2025-01-03,29.9350468,-90.1069043,1,Perfect 3BR on Freret Street w/Parking,Freret,202,247.00,Entire home/apt
173,New Orleans,207383837,Melvin,27506717,2023-04-23,29.93618,-90.08703,30,Faubourg Livaudais,Central City,25,170.00,Entire home/apt
152,New Orleans,66747616,Kathleen,27519227,2023-01-19,29.98017,-90.083,30,Cool as a Cucumber on Esplanade Ridge!,Fairgrounds,16,84.00,Entire home/apt
83,New Orleans,11372242,Thiamanti,27528699,2025-02-10,29.97367,-90.10815,2,Classic Creole Cottage in Historic Neighborhood,Mid-City,109,141.00,Entire home/apt
131,New Orleans,11372242,Thiamanti,27528701,2024-05-06,29.97348,-90.10703,30,"Historic Mid-City Creole Cottage with a Fresh, Breezy Vibe",Mid-City,89,101.00,Entire home/apt
283,New Orleans,156383794,Brittany,27555438,2025-02-19,29.98056,-90.03732,2,Elegant 4BD Home w/Gazebo 2.5 mi from Bourbon St.,Florida Area,92,178.00,Entire home/apt
152,New Orleans,208034462,Leigh,27572444,2023-06-15,29.925659649751484,-90.0744333716116,3,Creole Cottage Suite- Close to Magazine Street,St. Thomas Dev,195,134.00,Entire home/apt
164,New Orleans,3842889,Marcus,27610109,2021-08-21,29.93536,-90.09329,30,HISTORIC MODERN 2 NEW ORLEANS HOME,Central City,24,80.00,Entire home/apt
0,New Orleans,208932132,Gavin,27704737,2024-11-18,29.98358,-90.10142,3,Saint Ann Retreat,City Park,120,,Entire home/apt
0,New Orleans,209539260,Stanley,27753608,2020-02-27,29.94896,-90.10182,3,Original New Orleans Living,Broadmoor,6,,Entire home/apt
0,New Orleans,104792142,Glen,27760453,2024-08-31,29.9718,-90.07154,3,"HH Whitney House - Premium 3-bedroom, 2-bath suite",Seventh Ward,2,,Private room
0,New Orleans,104792142,Glen,27764590,2023-08-18,29.97084951441253,-90.07229927869662,3,"HH Whitney House - Deluxe 2-bedroom, 1-bath suite",Treme - Lafitte,3,,Private room
180,New Orleans,209639443,Shay,27765273,2023-09-10,29.93605,-90.11318,30,Modern New Orleans Style Home,Audubon,60,456.00,Entire home/apt
89,New Orleans,63302549,Jaulet,27787309,2022-12-12,29.9314,-90.08677,30,Historic apartment at an amazing location,Central City,126,75.00,Entire home/apt
28,New Orleans,10507820,Ro,27831953,2025-02-25,29.93662,-90.06938,4,Visit/WorkRemote 2BR Historic Shotgun LowGardDist,Lower Garden District,45,401.00,Entire home/apt
163,New Orleans,191219891,Bob & Sue,27832579,2025-02-10,29.94647,-90.10509,2,"Casa ""Martini” Historic Broadmoor Beauty",Broadmoor,94,259.00,Entire home/apt
0,New Orleans,7554484,Saegan,27850048,2024-08-18,29.93672,-90.08747,30,Artsy Shotgun Apartment in Central City,Central City,233,,Entire home/apt
90,New Orleans,1194305,Maria,27865542,2025-03-01,29.97992,-90.07837,3,"HIDDEN GEM, Mid City, WALK to park, dining, cafes",Fairgrounds,157,105.00,Entire home/apt
179,New Orleans,199977782,T,27870411,2023-07-13,29.99674,-90.1149,30,Lovely 2bd-5 min to Jazz Fest. Sleeps 6,Lakeview,30,213.00,Entire home/apt
0,New Orleans,210139707,Ernest,27873643,2024-12-29,29.93404,-90.10596,3,The Esprit Mini Loft: Tulane/Loyola/Freret,Uptown,203,,Entire home/apt
186,New Orleans,4045105,Deborah Jean,27876183,2025-02-22,29.97042,-90.05037,2,Nola Charm; 12min walk to FQ,St. Roch,212,160.00,Entire home/apt
334,New Orleans,210721312,Charles,27895398,2025-02-10,29.95136,-90.06663,1,Awesome 3 bedroom 3 bathroom New Orleans Jewel,Central Business District,396,608.00,Entire home/apt
312,New Orleans,19414007,Epic Stork,27901704,2025-02-10,29.92313,-90.08778,2,Designer Bohemian Loft on Iconic Magazine Street,East Riverside,148,910.00,Entire home/apt
352,New Orleans,11362234,Isaac,27921610,2025-02-10,29.96291,-90.0902,2,Urban Oasis for 10 |Near French Quarter |Courtyard,Mid-City,127,438.00,Entire home/apt
340,New Orleans,29854064,Erin,27925673,2024-11-27,30.02199,-90.05703,30,Gentilly Gem,Milneburg,35,119.00,Entire home/apt
11,New Orleans,207383837,Melvin,27933482,2022-04-10,29.93698,-90.08535,30,Faubourg Livaudais 2️⃣,Central City,10,,Entire home/apt
325,New Orleans,103984802,Meghan,27942237,2024-11-25,29.93513,-90.06943,30,"New Orleans charm, 2 Bedroom gated parking!",Lower Garden District,10,193.00,Entire home/apt
180,New Orleans,207402831,Ume,27966516,2022-06-23,29.95998,-90.0634,30,Welcome to the Doll House...,French Quarter,13,46.00,Entire home/apt
330,New Orleans,51825422,Cleila,27986603,2024-12-01,29.9716,-90.07077,2,⚜️Spacious 3 bedroom historical⚜️,Seventh Ward,115,293.00,Entire home/apt
291,New Orleans,123646714,New Orleans Restoration Properties,28006677,2025-02-25,29.97029,-90.08177,1,Studio 3 in Treme Lic #22-CSTR-18108-24-OSTR-03067,Treme - Lafitte,134,93.00,Entire home/apt
257,New Orleans,20472809,Daphne,28012445,2025-02-27,29.96293,-90.05849,3,Music Lovers Dream - Frenchmen Street Guesthouse,Marigny,203,794.00,Entire home/apt
8,New Orleans,83826067,Rachel,28027934,2025-02-24,29.97442,-90.07048,2,"Maison Laharpe, Historic Tremé Creole Cottage",Seventh Ward,260,150.00,Entire home/apt
113,New Orleans,125560574,Kellie,28029008,2025-02-22,29.92114,-90.10746,2,Brand New Home Uptown!,Uptown,164,136.00,Entire home/apt
319,New Orleans,9122177,Joshua,28053231,2025-02-09,29.96664,-90.05784,1,"Luxury Historic Creole Cottage, French Quarter; Pool & Spa",Marigny,141,581.00,Entire home/apt
49,New Orleans,13206053,Ann And Rick,28078984,2025-02-18,29.91847,-90.09819,4,3 BR Whole House on Tchoup - The Mardi Gras House,East Riverside,99,292.00,Entire home/apt
0,New Orleans,141935711,Jen,28094716,2023-05-23,29.97211,-90.08049,2,Treme Bayou St. John Guest Suite,Treme - Lafitte,67,,Entire home/apt
0,New Orleans,62302207,John,28096009,2025-01-01,29.96553,-90.0521,1,THE NEW MARIGNY MIXTAPE... mins to French Quarter,Marigny,192,306.00,Entire home/apt
304,New Orleans,25129035,Luke,28103616,2025-01-01,29.96503,-90.05987,3,Luxury Studio - ideal  Marginy/Bourbon St location,Marigny,159,141.00,Entire home/apt
327,New Orleans,146462549,Stay Easy,28107671,2024-12-17,29.94817,-90.07338,3,Easy Living at a Downtown Penthouse with Private Terrace,Central Business District,53,799.00,Entire home/apt
160,New Orleans,56261694,Kate And Mike,28123196,2025-02-10,29.97966,-90.07141,1,Beautiful home away from home,Seventh Ward,256,109.00,Entire home/apt
305,New Orleans,78437848,Daniel,28151615,2025-02-11,29.9390942,-90.071195,1,Designer Home on Magazine | Pool and Hot Tub,Central City,173,"1,363.00",Entire home/apt
0,New Orleans,98693456,James,28153695,2019-12-01,29.96751,-90.06118,30,Cottage #8,Marigny,54,,Entire home/apt
0,New Orleans,98693456,James,28158610,2019-12-01,29.96736,-90.05971,30,Cottage#9,Marigny,51,,Entire home/apt
0,New Orleans,39727368,Grady,28196335,2023-04-01,29.92745,-90.07715,2,Magazine Street Charm,Lower Garden District,45,,Entire home/apt
8,New Orleans,212684955,Esra,28199493,2025-02-10,29.96475,-90.09925,3,Simple and comfy: Mid-city room in great location,Mid-City,45,141.00,Private room
141,New Orleans,4798332,Leah Helen,28201416,2025-02-17,29.97342,-90.06983,2,Historic New Orleans | Walk To The French Quarter,Seventh Ward,346,153.00,Entire home/apt
32,New Orleans,212998919,Jonny,28201447,2024-02-15,29.9625,-90.0442,4,Marigny/Bywater historic home - walk to Quarter,Bywater,134,287.00,Entire home/apt
46,New Orleans,210729557,William,28203766,2025-02-17,29.9738,-90.03603,2,Fresh Suite in Shared House,St. Claude,177,87.00,Private room
330,New Orleans,70806258,Kristi,28219525,2024-10-26,30.02673,-90.03354,30,New Orleans Tiny Home rental,Pontchartrain Park,16,205.00,Entire home/apt
