availability_365,City,host_id,host_name,id,last_review,latitude,longitude,minimum_nights,name,neighbourhood_cleansed,number_of_reviews,price,room_type
0,New Orleans,160318259,Jelly,28228586,2019-11-11,29.97178,-90.09243,30,Jelly’s Good Place for Going Sightseeing,Mid-City,24,,Private room
180,New Orleans,212077924,Calvin,28277464,2023-04-30,29.93231,-90.09139,30,*45% OFF*Perfect Modern/Uptown NOLA Getaway!,Central City,61,430.00,Entire home/apt
141,New Orleans,9712564,Colleen,28289103,2025-02-16,29.9224,-90.10292,2,Location and Luxury -Top Reviewed Property,Uptown,85,"1,275.00",Entire home/apt
151,New Orleans,213553778,Jing,28307100,2025-02-17,29.9695,-90.03567,2,Glamorous NOLA Style Homes,St. Claude,110,255.00,Entire home/apt
0,New Orleans,213774065,Linda,28308328,2020-02-23,29.97987,-90.07558,2,Linda's taste of New Orleans living,Fairgrounds,14,,Entire home/apt
17,New Orleans,211842522,Robert,28390523,2025-02-16,29.91918,-90.10564,2,"""per·se·ver·ance"" - Historic Uptown Double Shotgun",West Riverside,324,"1,221.00",Entire home/apt
0,New Orleans,47109835,Greta Gayle,28428258,2025-02-16,29.97837,-90.10796,2,Large Historic Beauty on the Streetcar Line,Mid-City,300,258.00,Entire home/apt
0,New Orleans,19571902,Rick And Renée,28435858,2018-11-18,29.9423,-90.06897,30,New Orleans Loft in the Warehouse (Arts) District,Lower Garden District,8,,Entire home/apt
56,New Orleans,214862290,Jerome,28463147,2025-02-10,29.97208,-90.12343,1,"Idle Awhile In NOLA near Downtown, Superdome & FQ",Hollygrove,88,336.00,Entire home/apt
18,New Orleans,215005390,Megan,28484062,2025-01-27,29.96363,-90.05744,3,Maison Chartres 2109,Marigny,128,167.00,Entire home/apt
219,New Orleans,43108007,Keith,28489041,2025-01-20,29.96746,-90.06691,2,Two Bedroom Suite,Treme - Lafitte,36,286.00,Private room
0,New Orleans,213774065,Linda,28490368,2019-07-07,29.97807,-90.07593,30,Linda in Gentilly,Seventh Ward,13,,Entire home/apt
0,New Orleans,60807383,Janice,28507273,2019-11-12,29.97335,-90.0669,2,Beautiful Home in Historic Seventh Ward,Seventh Ward,3,,Entire home/apt
351,New Orleans,122380652,Evolve,28519879,2024-11-01,29.962489929676103,-90.12201987074369,30,5 Mi to Bourbon Street: Central NOLA Home,Hollygrove,29,194.00,Entire home/apt
0,New Orleans,19571902,Rick And Renée,28523071,2019-02-19,29.94108,-90.06854,30,New Orleans Loft in the Warehouse (Art) District 2,Lower Garden District,7,,Entire home/apt
0,New Orleans,214269760,Linda,28540093,2023-07-02,29.9654062,-90.0797585,1,HISTORIC - GREENWAY PARK-3 BEDS -PARKING 3 CARS,Tulane - Gravier,78,,Entire home/apt
6,New Orleans,58758209,Irelis & David,28565254,2024-10-27,29.9666596,-90.059784,3,Rooftop Panoramic Experience near French Quarter,Marigny,14,"1,079.00",Entire home/apt
180,New Orleans,215603708,Randolph,28567132,2019-03-07,29.96253,-90.0138,30,New Orleans Little Gem,Lower Ninth Ward,5,96.00,Private room
31,New Orleans,8345379,Matthew,28585857,2025-02-16,29.92181,-90.08384,2,Stylish History - Safe area near Garden District!,Irish Channel,429,170.00,Entire home/apt
328,New Orleans,210721312,Charles,28609794,2025-02-10,29.94976,-90.06711,1,New Orleans Lady!,Central Business District,327,208.00,Entire home/apt
167,New Orleans,2216691,Tiffany,28610896,2025-01-02,29.97224,-90.07877,2,The Historic Tremé half of double Dorgenois House,Treme - Lafitte,130,215.00,Entire home/apt
329,New Orleans,393425768,Samer,28614467,2025-02-10,29.97454,-90.0671,1,Luxurious Home w/ Private Yard near French Quarter,Seventh Ward,200,198.00,Entire home/apt
0,New Orleans,52878855,Adelaide,28631939,2019-05-26,29.99867,-90.07494,30,The Decatur,St. Bernard Area,10,,Private room
151,New Orleans,216109851,Kathleen,28638506,2024-01-01,29.98063,-90.08953,2,Bayou Bleu,City Park,25,,Entire home/apt
0,New Orleans,25007169,Katelyn,28640345,2019-09-01,29.92432,-90.09425,30,Walking distance to Magazine + St. Charles Trolly!,Touro,2,,Entire home/apt
6,New Orleans,57524022,Jean-Marc,28666815,2023-05-08,29.97085,-90.10653,30,Great Location! Private 2 BR / 1 BA 21-OSTR-15391,Mid-City,97,,Entire home/apt
336,New Orleans,54271478,Anthony,28671741,2025-02-27,29.95044,-90.12713,2,"Uptown Home on Streetcar Line, Walk to Restaurants",Leonidas,267,243.00,Entire home/apt
60,New Orleans,135108051,Ash,28695927,2025-02-04,29.92562,-90.0819,2,UPTOWN BEAUTY ON MAGAZINE  ST.,Irish Channel,196,285.00,Entire home/apt
0,New Orleans,19571902,Rick And Renée,28713789,2019-02-19,29.94058,-90.06934,30,New Orleans Warehouse District 1 bedroom Apartment,Lower Garden District,9,,Entire home/apt
0,New Orleans,8257908,Julie,28722478,2020-03-17,29.96192,-90.11987,2,Spacious sunny garden den - urban farmhouse charm,Leonidas,67,,Private room
0,New Orleans,5368896,Julia,28783893,2018-10-21,29.92115,-90.11781,30,Uptown Home,West Riverside,1,,Entire home/apt
270,New Orleans,20571025,Trevail,28869057,2022-11-13,30.0017,-90.0609,30,PREMIERE TOURO HOME 3.6 MILES FROM FRENCH QUARTER,Dillard,88,399.00,Entire home/apt
257,New Orleans,90876851,Baronnestreetproperties,28869898,2025-02-23,29.94643,-90.07543,1,"Stunning Downtown Condo ""Centralized CBD Location""",Central Business District,185,200.00,Entire home/apt
62,New Orleans,34585247,Leah & Andrew,28890593,2025-02-09,29.99858,-90.07485,2,Big Easy Sanctuary: Comfort with Parking!,St. Bernard Area,88,405.00,Entire home/apt
61,New Orleans,23460315,Sam,28892983,2024-10-28,29.92938,-90.09913,2,"Dog-Friendly Suite w/ Pool, BBQ & Spiral Stairs",Milan,99,291.00,Private room
184,New Orleans,217813735,Saul,28893822,2025-02-16,29.97123,-90.0548,2,Lilac Lair in The Marigny | Walk to the Quarter,St. Roch,262,258.00,Entire home/apt
328,New Orleans,51314085,Elizabeth,28912251,2025-02-23,29.93715,-90.12736,1,Riverbend Retreat Great Location!,Audubon,155,326.00,Entire home/apt
364,New Orleans,99380986,Al,28967599,2022-04-24,29.96946,-90.05123,30,The Roch and Roll House,St. Roch,25,206.00,Entire home/apt
250,New Orleans,218396384,Al,28975170,2024-10-28,29.95962,-90.068817,2,"Rare French Quarter 3BR, 3.5BA w/Roof Terrace!",French Quarter,61,"1,136.00",Entire home/apt
263,New Orleans,168673263,Jade,28981823,2025-01-01,30.02619,-90.05552,30,Leighton's Place,Lake Terrace & Oaks,101,111.00,Entire home/apt
180,New Orleans,59614050,Hamad,29005946,2020-02-23,29.96574,-90.06039,30,Beautiful Esplanade rental,Marigny,24,250.00,Entire home/apt
50,New Orleans,6841171,Charles,29005986,2025-02-17,29.9686,-90.09966,1,Charming Mid City home!,Mid-City,325,184.00,Entire home/apt
180,New Orleans,218645587,Vy,29009327,2019-07-07,30.05622,-89.95082,30,Vy's Place,Little Woods,12,220.00,Entire home/apt
0,New Orleans,218693892,Scott,29015681,2020-05-25,29.96311,-90.03064,30,"Kew House, 911 Poland Ave., New Orleans, LA 70117",Bywater,21,,Entire home/apt
0,New Orleans,209845129,Lj,29016261,2020-02-24,29.99203,-90.05708,30,Experience New Orleans like a local!,Gentilly Terrace,17,,Entire home/apt
0,New Orleans,218828229,Al,29036072,2020-05-31,29.98408,-90.05976,1,Clean Comfy 7th Ward House,Seventh Ward,51,,Private room
180,New Orleans,59614050,Hamad,29036713,2020-02-26,29.96507,-90.06063,30,Esplanade rental,Marigny,9,200.00,Entire home/apt
240,New Orleans,2019341,Historic Getaways,29051154,2025-01-13,29.96715027919587,-90.07014252155743,1,Governor's Mansion  5 bedroom/3.5 bath w/ Pool!,Treme - Lafitte,177,531.00,Entire home/apt
43,New Orleans,4645353,Beverly,29060866,2025-02-10,29.94017,-90.07173,2,World Charmer in the Crescent City,Central City,274,149.00,Entire home/apt
15,New Orleans,25845701,Dre,29081416,2025-02-11,29.92014,-90.10548,3,Maison Mon Ami | Steps to Magazine | Free Parking,West Riverside,254,"2,686.00",Entire home/apt
164,New Orleans,37625340,Tiffany,29100738,2024-12-29,29.96972,-90.04838,1,"Bright, Stylish 2 BR Home near French Quarter",St. Claude,77,296.00,Entire home/apt
27,New Orleans,17790690,Alex,29103482,2025-02-23,29.9763,-90.0754,2,"Historic: Esplanade Ave, City Park, Jazz Fest Apt",Seventh Ward,169,181.00,Entire home/apt
262,New Orleans,284544,Michael,29129066,2019-10-20,29.9634058,-90.05386879999999,2,"8BR-Best Location! Heated Pool, Jacuzzi, Spa & Gym",Marigny,4,"1,335.00",Entire home/apt
40,New Orleans,20899326,Del,29160337,2025-01-12,29.93082,-90.09077,3,New Orleans Suite - Lower Garden District,Central City,141,318.00,Entire home/apt
224,New Orleans,171335032,Victor,29217527,2024-11-11,29.93949,-90.07288,2,Historic Crescent City Cottage,Central City,85,295.00,Entire home/apt
177,New Orleans,191527610,Cheryl,29218468,2020-04-19,30.01466,-90.06521,30,Crescent City Living 2,St.  Anthony,76,77.00,Entire home/apt
284,New Orleans,37614659,Robert,29234907,2025-01-21,29.93054,-90.07519,3,Casabianca: Elegant Flat in Historic Magazine Row,Lower Garden District,163,525.00,Entire home/apt
170,New Orleans,19979861,Michael,29239913,2025-02-16,29.94319,-90.10012,1,Milan Manor: The Quiet Retreat,Broadmoor,117,112.00,Entire home/apt
0,New Orleans,84175994,Zack,29257560,2020-11-10,29.96797,-90.07806,2,Pretty in Purple in New Orleans,Treme - Lafitte,51,,Entire home/apt
146,New Orleans,103731467,Delia,29284479,2025-02-23,29.95625,-90.10896,3,Home away from Home Nola,Marlyville - Fontainbleau,2,169.00,Entire home/apt
120,New Orleans,220964013,Ryan,29331852,2022-03-28,29.96309471130371,-90.03733825683594,30,Stroll along the River from This Glamorous Home,Bywater,36,394.00,Private room
174,New Orleans,208034462,Leigh,29340504,2025-02-28,29.92423,-90.0719,3,"Creole Cottage Jewel, close to Magazine",St. Thomas Dev,41,273.00,Entire home/apt
58,New Orleans,365269148,Alice,29340532,2024-04-14,29.9239,-90.09694,2,Garden District Creole Cottage steps to Streetcar,Touro,82,237.00,Entire home/apt
46,New Orleans,188236989,Gregory,29355411,2025-02-23,29.98914,-90.11019,2,The House of Woo's - City Park / Jazzfest,Navarre,208,249.00,Entire home/apt
314,New Orleans,2019341,Historic Getaways,29355424,2025-02-02,29.96229,-90.06916,30,Monthly - Dumaine Historic Carriage House,Treme - Lafitte,47,287.00,Entire home/apt
177,New Orleans,6633660,Alexander,29400525,2021-05-31,30.01365,-90.03603,30,Cute Home in Chilly Gentilly,Gentilly Woods,19,55.00,Entire home/apt
0,New Orleans,49561675,Michelle,29413286,2018-12-10,29.96543,-90.03933,30,*Bywater Beauty* private room/bathroom,St. Claude,4,,Private room
95,New Orleans,27243320,Manny,29417551,2024-10-27,29.96455,-90.07095,3,Historic home with secure parking.,Treme - Lafitte,145,430.00,Entire home/apt
0,New Orleans,220614112,Dianne,29462508,2019-03-03,30.03964,-89.99764,30,NOLA'S GEM,Little Woods,1,,Entire home/apt
19,New Orleans,56707602,Stephanie,29484602,2025-01-20,29.91769,-90.09258,2,Charming Uptown New Construction Suite,Irish Channel,193,179.00,Entire home/apt
5,New Orleans,126272946,Erik,29493723,2024-05-13,29.9408,-90.07565,30,Apartment block from St. Charles,Central City,175,,Entire home/apt
179,New Orleans,116730989,Bryan,29510248,2019-08-04,29.95473289489746,-90.10592651367188,30,NOLA Guesthouse,Broadmoor,60,116.00,Private room
0,New Orleans,192324074,Leanne,29515858,2019-04-07,29.93749,-90.09228,30,A Taste Of NOLA In Original Duplexes!!,Central City,2,,Entire home/apt
0,New Orleans,2591964,Celeste,29516680,2018-11-19,29.95788,-90.12358,30,"Roomy, Cozy & Bright...Streetcar nearby",Leonidas,1,,Entire home/apt
305,New Orleans,27241421,Sean,29516885,2025-01-29,29.97373,-90.05908,3,Huge Home-5 Independent Bedrooms-Near Marigny & FQ,Seventh Ward,232,251.00,Entire home/apt
343,New Orleans,217433872,Marjorie,29559999,2025-02-11,29.97345,-90.08014,2,"Petit Chateau, 2646 St. Philip St., N. O.,70119",Treme - Lafitte,65,180.00,Entire home/apt
0,New Orleans,222639811,Dana,29573001,2019-03-24,29.9971,-90.04911,30,Downtown NOLA Festive 3BR Home/Great Rates!!,Gentilly Terrace,15,,Entire home/apt
147,New Orleans,11372242,Thiamanti,29584963,2024-11-22,29.93462,-90.07604,30,Garden District Private Room #5 w/ bathroom,Lower Garden District,49,49.00,Entire home/apt
0,New Orleans,15524853,Meggan,29732186,2020-03-10,29.97846,-90.09277,30,Double Parlor Guest Suite,City Park,65,,Entire home/apt
0,New Orleans,2208471,Wesley,29737774,2020-01-01,29.96084,-90.02607,30,Naturally Nawlins,Holy Cross,32,,Entire home/apt
339,New Orleans,162593725,Jaye,29753890,2025-02-15,29.93864,-90.12644,1,Charming Room in St. Charles Ave. Mansion,Audubon,88,121.00,Private room
124,New Orleans,173220507,Alison,29777738,2025-02-24,30.01327,-90.03307,2,"Private, quiet getaway for 2 with whirlpool tub",Gentilly Woods,319,97.00,Private room
87,New Orleans,217254718,Kalli,29780708,2019-10-20,29.98183,-90.07611,30,Primary Palace (full house),Fairgrounds,11,85.00,Entire home/apt
0,New Orleans,15524853,Meggan,29799160,2020-07-31,29.97771,-90.09487,30,Historic MidCity New Orleans 2 Bed 2 Bath,Mid-City,39,,Entire home/apt
44,New Orleans,218602737,Sonder (New Orleans),29799763,2025-02-16,29.95679,-90.07486,1,Sonder at 1500 Canal | Superior 1BR Apartment,Central Business District,2241,445.00,Entire home/apt
32,New Orleans,218602737,Sonder (New Orleans),29799936,2025-02-03,29.95833,-90.07555,1,Sonder at 1500 Canal | Two-Bedroom Apartment,Central Business District,320,474.00,Entire home/apt
69,New Orleans,224300259,Larry,29819300,2025-02-13,29.96437,-90.08206,3,Huge Shotgun Style Home Steps to Streetcar 125,Tulane - Gravier,138,383.00,Entire home/apt
88,New Orleans,98317550,Tee,29828897,2023-02-19,30.01491,-90.06087,30,Minutes to French Qtr  - 2bd 1 bath,St.  Anthony,60,109.00,Entire home/apt
0,New Orleans,5958207,Martha,29878721,2019-01-02,29.92752,-90.07623,30,Historic Uptown Duplex Off Magazine Street,Lower Garden District,4,,Entire home/apt
222,New Orleans,224577726,Best NOLA Vaca,29882763,2025-01-20,29.93213653564453,-90.06761169433594,3,Mardi Gras Retreat | Jacuzzi & Top Attractions,Lower Garden District,139,372.00,Entire home/apt
1,New Orleans,185505271,Leslie,29924057,2025-02-08,29.974232350784245,-90.06756531592926,3,NOLA 7th Ward  - Authentic Shotgun Double,Seventh Ward,27,,Entire home/apt
294,New Orleans,89938656,Harry,29926330,2025-02-10,30.1503,-89.73746,3,Tween Da Lakes,Lake Catherine,53,274.00,Entire home/apt
0,New Orleans,12092679,Jeffrey,29981864,2025-02-16,29.96759,-90.03946,2,The Double Gallery,St. Claude,209,272.00,Entire home/apt
0,New Orleans,34949290,Amber,29988967,2020-02-29,29.94292,-90.08922,3,"Cozy Room, New Orleans",Central City,8,,Private room
325,New Orleans,162593725,Jaye,29992216,2025-02-08,29.93889,-90.12666,1,Beautiful room in Saint Charles Avenue Mansion,Audubon,123,124.00,Private room
344,New Orleans,162593725,Jaye,29992391,2025-02-11,29.93857,-90.12659,1,Comfortable Room on St Charles Ave Streetcar Line,Audubon,66,94.00,Private room
35,New Orleans,88237327,Ron Anthony,29992553,2025-02-11,29.95195,-90.10318,2,Big Easy Living,Broadmoor,153,237.00,Entire home/apt
65,New Orleans,11372242,Thiamanti,30006587,2025-02-16,29.93763,-90.07601,2,Lower Garden District Boutique 18,Central City,149,216.00,Entire home/apt
213,New Orleans,225641691,Jake,30019781,2025-02-02,29.96668,-90.06938,3,A1 French quarter 11 Beds Walk to French Quarter!,Treme - Lafitte,185,"1,215.00",Entire home/apt
168,New Orleans,110887182,Stay Redamo Vacation Rentals,30095262,2025-01-13,29.91601,-90.1063,3,Pet-Friendly Irish Channel home base,West Riverside,115,171.00,Entire home/apt
64,New Orleans,226141743,Leno,30096353,2024-12-02,29.9791,-90.07477,30,The Chill Spot between French Quarter & City Park,Seventh Ward,83,186.00,Entire home/apt
87,New Orleans,226554206,Dartanion,30154030,2025-02-07,29.96382,-90.02328,2,Minutes to French Quarters!!!,Lower Ninth Ward,61,257.00,Entire home/apt
364,New Orleans,194558566,Nola,30181523,2020-11-02,29.98589,-90.06798,30,Spacious DOWNTOWN NOLA Mansion/Ideal LOCATION!,Seventh Ward,21,956.00,Entire home/apt
292,New Orleans,37614659,Robert,30201064,2025-02-11,29.93411,-90.07201,2,Captain's Quarters in Historic Lower Garden District,Lower Garden District,276,179.00,Entire home/apt
118,New Orleans,8288599,Nathan,30202231,2025-02-17,29.97268,-90.05982,3,The Big Blue House,Seventh Ward,171,390.00,Entire home/apt
172,New Orleans,226868197,DeShonne,30204111,2025-02-11,29.97316,-90.05888,2,NOLA Shotgun Beauty 1 mile from French Quarter,Seventh Ward,205,129.00,Entire home/apt
191,New Orleans,219828,Lisa,30207852,2025-02-23,29.97552,-90.07786,3,Modern Home Near French Quarter + Parking,Treme - Lafitte,130,164.00,Entire home/apt
285,New Orleans,8329708,Sam,30234345,2025-02-12,29.92078,-90.09857,3,Artsy Magazine St | Grand Balcony | Great Location,East Riverside,161,367.00,Entire home/apt
322,New Orleans,162593725,Jaye,30251812,2025-02-04,29.93884,-90.12685,1,Gorgeous room in historic mansion on St Charles,Audubon,157,125.00,Private room
0,New Orleans,227425544,Carol,30281075,2021-07-04,30.00462,-90.04837,2,"Cozy, Comfy Chilling in Gentilly",Gentilly Terrace,49,,Entire home/apt
218,New Orleans,116659102,Christopher James,30324605,2025-02-07,29.93945,-90.10828,1,★Modern & Clean Home - Walk to Freret and Tulane!★,Freret,284,117.00,Entire home/apt
0,New Orleans,1266923,Molly,30341297,2020-03-20,29.92258,-90.07332,1,Historic Home with Modern Interior,St. Thomas Dev,76,,Entire home/apt
179,New Orleans,166003715,Kelp,30349001,2020-02-25,29.9249,-90.0895,30,Guest house near Magazine St.,Touro,12,175.00,Entire home/apt
132,New Orleans,130485266,Keith,30373041,2024-11-01,29.96229,-90.08195,2,The New Orleans Beach House (entire home),Tulane - Gravier,75,245.00,Entire home/apt
89,New Orleans,63302549,Jaulet,30379262,2022-12-28,29.93199,-90.08468,30,Quaint apartment one block off of Saint Charles,Central City,88,78.00,Entire home/apt
37,New Orleans,41173870,Paul,30381787,2025-02-17,29.96573,-90.06002,3,Marigny Gem 1800 sf + private yard_24-OSTR-18122,Marigny,149,456.00,Entire home/apt
0,New Orleans,228376865,Landry,30416276,2020-03-12,29.91273,-89.98909,1,Charming 3 BR Home only 10 min from Downtown,Old Aurora,62,,Entire home/apt
314,New Orleans,52891553,Rachel,30424500,2025-01-26,29.9214,-90.10718,30,Purple People Eater of Uptown!,Uptown,7,357.00,Entire home/apt
244,New Orleans,25140095,Margitta,30442891,2025-02-10,29.93593,-90.08172,2,Spacious Historic Home - 4 blocks to Parades!,Central City,142,203.00,Entire home/apt
283,New Orleans,174815,D,30467079,2025-02-11,29.96534,-90.12002,1,Rest for the wicked... or those in need of rest!,Hollygrove,299,77.00,Private room
363,New Orleans,769901,Pat,30478375,2020-03-23,29.9215,-90.0896,30,Irish Channel Hideaway just off Magazine,East Riverside,1,,Entire home/apt
112,New Orleans,1144163,Mariah,30487505,2025-01-25,29.97771,-90.05858,31,cozy retreat one bedroom,Seventh Ward,74,64.00,Entire home/apt
178,New Orleans,26592630,Vaughn,30502002,2019-05-06,29.98699,-90.0769,30,Full house 2blks from Jazz Fest in New Orleans!,Fairgrounds,1,"1,581.00",Entire home/apt
134,New Orleans,228884211,Campeche,30502858,2025-01-01,29.97043,-90.08586,1,Renovated! - Garden Level Suite,Bayou St. John,82,191.00,Entire home/apt
134,New Orleans,228884211,Campeche,30503285,2025-01-04,29.97181,-90.08581,1,Renovated! - Front Porch Suite,Bayou St. John,51,191.00,Entire home/apt
